"ID"	"Act.text"	"Predict.text"	"Correct.Top.text"	"Correct.Level.text"	"Correct.in.5.text"	"Act.entity"	"Predict.entity"	"Correct.Top.entity"	"Correct.Level.entity"	"Correct.in.5.entity"
"89"	"ID:1255444"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"E.4 CODING AND INFORMATION THEORY"	"False"	8	FALSE
"90"	"ID:1255446"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"91"	"ID:1255447"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"92"	"ID:1255448"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"G.1 NUMERICAL ANALYSIS"	"False"	3	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"93"	"ID:1255449"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	4	TRUE
"94"	"ID:1284321"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.3 INFORMATION STORAGE AND RETRIEVAL"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"95"	"ID:1284322"	"F.0 GENERAL"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.0 GENERAL"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"96"	"ID:1284323"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"97"	"ID:1284324"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	0	FALSE
"98"	"ID:1284325"	"D.3 PROGRAMMING LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"D.3 PROGRAMMING LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"99"	"ID:128750"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"E.1 DATA STRUCTURES"	"False"	6	FALSE
"100"	"ID:128751"	"E.4 CODING AND INFORMATION THEORY"	"H.2 DATABASE MANAGEMENT"	"False"	4	TRUE	"E.4 CODING AND INFORMATION THEORY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	4	TRUE
"101"	"ID:128752"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.5 PATTERN RECOGNITION"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"102"	"ID:128753"	"E.1 DATA STRUCTURES"	"G.2 DISCRETE MATHEMATICS"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"E.4 CODING AND INFORMATION THEORY"	"False"	5	TRUE
"103"	"ID:128754"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"D.3 PROGRAMMING LANGUAGES"	"False"	3	TRUE
"104"	"ID:1314691"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"105"	"ID:1314692"	"E.1 DATA STRUCTURES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"E.1 DATA STRUCTURES"	"True"	1	TRUE
"106"	"ID:1314693"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	6	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"107"	"ID:1314694"	"E.1 DATA STRUCTURES"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"108"	"ID:1314695"	"B.3 MEMORY STRUCTURES"	"H.2 DATABASE MANAGEMENT"	"False"	5	TRUE	"B.3 MEMORY STRUCTURES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"109"	"ID:1314696"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.4 CODING AND INFORMATION THEORY"	"False"	4	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"110"	"ID:1326555"	"E.4 CODING AND INFORMATION THEORY"	"E.4 CODING AND INFORMATION THEORY"	"True"	1	TRUE	"E.4 CODING AND INFORMATION THEORY"	"D.3 PROGRAMMING LANGUAGES"	"False"	4	TRUE
"111"	"ID:1326556"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.1 PROGRAMMING TECHNIQUES"	"False"	0	FALSE
"112"	"ID:1326557"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	5	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	3	TRUE
"113"	"ID:1326558"	"H.2 DATABASE MANAGEMENT"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE	"H.2 DATABASE MANAGEMENT"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"114"	"ID:1326559"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"115"	"ID:1346331"	"E.3 DATA ENCRYPTION"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE	"E.3 DATA ENCRYPTION"	"E.3 DATA ENCRYPTION"	"True"	1	TRUE
"116"	"ID:1346332"	"H.2 DATABASE MANAGEMENT"	"H.2 DATABASE MANAGEMENT"	"True"	1	TRUE	"H.2 DATABASE MANAGEMENT"	"E.1 DATA STRUCTURES"	"False"	0	FALSE
"117"	"ID:1346333"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"D.1 PROGRAMMING TECHNIQUES"	"False"	3	TRUE
"118"	"ID:1346334"	"D.2 SOFTWARE ENGINEERING"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE
"119"	"ID:1346335"	"E.4 CODING AND INFORMATION THEORY"	"E.4 CODING AND INFORMATION THEORY"	"True"	1	TRUE	"E.4 CODING AND INFORMATION THEORY"	"E.4 CODING AND INFORMATION THEORY"	"True"	1	TRUE
"120"	"ID:1346336"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.3 COMPUTER GRAPHICS"	"False"	0	FALSE
"121"	"ID:1379760"	"D.4 OPERATING SYSTEMS"	"G.2 DISCRETE MATHEMATICS"	"False"	13	FALSE	"D.4 OPERATING SYSTEMS"	"C.5 COMPUTER SYSTEM IMPLEMENTATION"	"False"	0	FALSE
"122"	"ID:1379761"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	3	TRUE
"123"	"ID:1379762"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	4	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	9	FALSE
"124"	"ID:1379763"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"125"	"ID:138032"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"126"	"ID:138036"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"I.3 COMPUTER GRAPHICS"	"False"	3	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE
"127"	"ID:138040"	"I.3 COMPUTER GRAPHICS"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"I.3 COMPUTER GRAPHICS"	"D.4 OPERATING SYSTEMS"	"False"	2	TRUE
"128"	"ID:138042"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"129"	"ID:138060"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"False"	3	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"130"	"ID:138061"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	4	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	0	FALSE
"131"	"ID:1391290"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"132"	"ID:1391291"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"G.2 DISCRETE MATHEMATICS"	"False"	6	FALSE
"133"	"ID:1391292"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.4 CODING AND INFORMATION THEORY"	"False"	2	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	7	FALSE
"134"	"ID:1391293"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"135"	"ID:1411510"	"D.1 PROGRAMMING TECHNIQUES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.1 PROGRAMMING TECHNIQUES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"136"	"ID:1411511"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	4	TRUE
"137"	"ID:1411512"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"138"	"ID:1411513"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"139"	"ID:1411514"	"H.3 INFORMATION STORAGE AND RETRIEVAL"	"H.3 INFORMATION STORAGE AND RETRIEVAL"	"True"	1	TRUE	"H.3 INFORMATION STORAGE AND RETRIEVAL"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"140"	"ID:1455250"	"I.2 ARTIFICIAL INTELLIGENCE"	"B.3 MEMORY STRUCTURES"	"False"	2	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"G.2 DISCRETE MATHEMATICS"	"False"	0	FALSE
"141"	"ID:1455251"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	3	TRUE
"142"	"ID:1455252"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	3	TRUE
"143"	"ID:1462154"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	3	TRUE
"144"	"ID:1462155"	"E.0 GENERAL"	"E.5 FILES"	"False"	0	FALSE	"E.0 GENERAL"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"145"	"ID:1462156"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	0	FALSE
"146"	"ID:1462157"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE
"147"	"ID:146588"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.4 OPERATING SYSTEMS"	"False"	4	TRUE
"148"	"ID:146591"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"149"	"ID:146596"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.4 CODING AND INFORMATION THEORY"	"False"	2	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.3 DATA ENCRYPTION"	"False"	6	FALSE
"150"	"ID:146599"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	4	TRUE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"True"	1	TRUE
"151"	"ID:146601"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"152"	"ID:146605"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"B.6 LOGIC DESIGN"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE
"153"	"ID:146609"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"G.1 NUMERICAL ANALYSIS"	"False"	3	TRUE
"154"	"ID:146613"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"155"	"ID:146616"	"D.4 OPERATING SYSTEMS"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"D.4 OPERATING SYSTEMS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	6	FALSE
"156"	"ID:146620"	"B.7 INTEGRATED CIRCUITS"	"H.2 DATABASE MANAGEMENT"	"False"	4	TRUE	"B.7 INTEGRATED CIRCUITS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"157"	"ID:146624"	"D.3 PROGRAMMING LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	5	TRUE	"D.3 PROGRAMMING LANGUAGES"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"158"	"ID:146638"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	3	TRUE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	0	FALSE
"159"	"ID:146643"	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"160"	"ID:146646"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	4	TRUE
"161"	"ID:146650"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"162"	"ID:146656"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"163"	"ID:146661"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"E.1 DATA STRUCTURES"	"False"	0	FALSE
"164"	"ID:146666"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	4	TRUE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"165"	"ID:146670"	"I.2 ARTIFICIAL INTELLIGENCE"	"K.3 COMPUTERS AND EDUCATION"	"False"	0	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"166"	"ID:146681"	"I.2 ARTIFICIAL INTELLIGENCE"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"167"	"ID:146684"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"K.1 THE COMPUTER INDUSTRY"	"False"	0	FALSE
"168"	"ID:147511"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"169"	"ID:147517"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"False"	3	TRUE
"170"	"ID:147520"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"171"	"ID:147524"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"172"	"ID:147527"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"True"	1	TRUE	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"173"	"ID:147530"	"D.4 OPERATING SYSTEMS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.4 OPERATING SYSTEMS"	"D.4 OPERATING SYSTEMS"	"True"	1	TRUE
"174"	"ID:147537"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"E.3 DATA ENCRYPTION"	"False"	5	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"E.3 DATA ENCRYPTION"	"False"	0	FALSE
"175"	"ID:147546"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"E.1 DATA STRUCTURES"	"False"	0	FALSE
"176"	"ID:1502794"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.2 DISCRETE MATHEMATICS"	"False"	6	FALSE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"177"	"ID:1502795"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	6	FALSE
"178"	"ID:1502796"	"J.3 LIFE AND MEDICAL SCIENCES"	"J.3 LIFE AND MEDICAL SCIENCES"	"True"	1	TRUE	"J.3 LIFE AND MEDICAL SCIENCES"	"J.3 LIFE AND MEDICAL SCIENCES"	"True"	1	TRUE
